0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
1,3,4,5,6,7,8,9,1,1,1,0,3,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,5,0,0,1,1,1,3,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,3,3,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,3,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,5,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,6,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,3,0,0,1,1,7,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,0,1,1,0,0,8,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,3,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,3,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,
0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,3,0,
